Customer_Product_ID,Customer_ID,Product_Name,Product_Category,Opted_Date,Product_Status,Acquisition_Channel,Employee_ID,Amount
CP_000083,CUST_02032,Recurring Deposit,Investment,03-10-2024,Closed,Mobile App,EMP_0377,117000
CP_000084,CUST_02032,Home Loan,Loan,16-04-2024,Active,Employee,EMP_0125,290000
CP_000085,CUST_02032,Personal Loan,Loan,19-11-2025,Active,Online,EMP_0072,1946000
CP_000086,CUST_02033,Insurance,Insurance,13-03-2026,Active,Employee,EMP_0296,345300
CP_000087,CUST_02033,Fixed Deposit,Investment,09-04-2026,Closed,Internet Banking,EMP_0047,201000
CP_000088,CUST_02033,Debit Card,Card,06-08-2025,Active,Branch,EMP_0369,17500
CP_000089,CUST_02034,Debit Card,Card,11-09-2024,Active,Employee,EMP_0296,182600
CP_000090,CUST_02034,Home Loan,Loan,28-02-2024,Active,Branch,EMP_0224,3672000
CP_000091,CUST_02035,Insurance,Insurance,28-05-2026,Active,Employee,EMP_0084,374700
CP_000092,CUST_02036,Personal Loan,Loan,14-11-2025,Active,Mobile App,EMP_0078,159000
CP_000093,CUST_02037,Fixed Deposit,Investment,16-06-2026,Active,Employee,EMP_0245,108000
CP_000094,CUST_02037,Fixed Deposit,Investment,25-12-2025,Active,Employee,EMP_0196,202000
CP_000095,CUST_02038,Home Loan,Loan,22-06-2026,Active,Online,EMP_0113,622000
CP_000096,CUST_02038,Debit Card,Card,22-02-2025,Active,Employee,EMP_0312,298900
CP_000097,CUST_02039,Current Account,Account,09-11-2023,Active,Online,EMP_0238,60100
CP_000098,CUST_02039,Auto Loan,Loan,31-12-2024,Active,Branch,EMP_0481,1445000
CP_000099,CUST_02039,Auto Loan,Loan,06-06-2024,Active,Employee,EMP_0459,2225000
CP_000100,CUST_02040,Fixed Deposit,Investment,29-01-2025,Active,Employee,EMP_0071,484000
CP_000101,CUST_02041,Credit Card,Card,23-04-2024,Closed,Internet Banking,EMP_0411,143700
CP_000102,CUST_02041,Home Loan,Loan,30-04-2023,Active,Employee,EMP_0193,2477000
CP_000103,CUST_02041,Home Loan,Loan,08-04-2022,Active,Employee,EMP_0362,651000
CP_000104,CUST_02041,Credit Card,Card,07-02-2024,Active,Branch,EMP_0002,137100
CP_000105,CUST_02041,Fixed Deposit,Investment,28-02-2022,Active,Internet Banking,EMP_0178,1444000
CP_000106,CUST_02041,Debit Card,Card,22-09-2025,Active,Internet Banking,EMP_0211,196900
CP_000107,CUST_02042,Recurring Deposit,Investment,26-02-2024,Active,Employee,EMP_0014,61000
CP_000108,CUST_02042,Savings Account,Account,23-02-2024,Active,Internet Banking,EMP_0467,24600
CP_000109,CUST_02043,Recurring Deposit,Investment,22-08-2025,Closed,Branch,EMP_0042,264000
CP_000110,CUST_02043,Debit Card,Card,08-06-2024,Active,Internet Banking,EMP_0130,281900
CP_000111,CUST_02044,Home Loan,Loan,20-04-2025,Active,Internet Banking,EMP_0335,771000
CP_000112,CUST_02045,Savings Account,Account,01-08-2026,Active,Branch,EMP_0065,22000
CP_000113,CUST_02045,Credit Card,Card,12-02-2024,Active,Online,EMP_0364,148700
CP_000114,CUST_02045,Current Account,Account,04-01-2023,Active,Internet Banking,EMP_0047,55700
CP_000115,CUST_02046,Mutual Fund,Investment,14-03-2023,Active,Mobile App,EMP_0495,73000
CP_000116,CUST_02046,Home Loan,Loan,23-06-2026,Closed,Mobile App,EMP_0019,1170000
CP_000117,CUST_02046,Home Loan,Loan,02-07-2023,Active,Internet Banking,EMP_0386,217000
CP_000118,CUST_02047,Debit Card,Card,06-07-2026,Active,Employee,EMP_0005,147600
CP_000119,CUST_02047,Home Loan,Loan,21-08-2025,Active,Branch,EMP_0140,282000
CP_000120,CUST_02048,Current Account,Account,20-09-2025,Active,Branch,EMP_0165,80900
CP_000121,CUST_02048,Personal Loan,Loan,19-12-2024,Active,Online,EMP_0198,783000
CP_000122,CUST_02048,Home Loan,Loan,20-09-2025,Active,Mobile App,EMP_0088,3780000
CP_000123,CUST_02049,Recurring Deposit,Investment,28-07-2025,Active,Online,EMP_0101,480000
CP_000124,CUST_02049,Insurance,Insurance,30-11-2023,Active,Mobile App,EMP_0402,343100
CP_000125,CUST_02050,Personal Loan,Loan,16-06-2025,Active,Employee,EMP_0339,542000
CP_000126,CUST_02050,Current Account,Account,05-07-2025,Closed,Employee,EMP_0109,38900
CP_000127,CUST_02050,Credit Card,Card,23-04-2025,Active,Employee,EMP_0236,129100
CP_000128,CUST_02051,Mutual Fund,Investment,17-02-2026,Active,Mobile App,EMP_0450,216000
CP_000129,CUST_02051,Insurance,Insurance,15-04-2025,Active,Employee,EMP_0423,318600
CP_000130,CUST_02051,Credit Card,Card,10-11-2024,Active,Employee,EMP_0456,262500
CP_000131,CUST_02052,Insurance,Insurance,27-02-2026,Active,Branch,EMP_0260,94100
CP_000132,CUST_02052,Debit Card,Card,27-11-2025,Active,Mobile App,EMP_0484,170600
CP_000133,CUST_02052,Insurance,Insurance,02-07-2026,Active,Employee,EMP_0079,411300
CP_000134,CUST_02053,Home Loan,Loan,24-01-2025,Active,Internet Banking,EMP_0472,278000
CP_000135,CUST_02053,Home Loan,Loan,10-05-2024,Active,Branch,EMP_0186,324000
CP_000136,CUST_02054,Auto Loan,Loan,02-06-2024,Active,Mobile App,EMP_0295,182000
CP_000137,CUST_02055,Home Loan,Loan,01-07-2026,Active,Branch,EMP_0322,258000
CP_000138,CUST_02055,Savings Account,Account,15-07-2026,Active,Online,EMP_0149,63800
CP_000139,CUST_02055,Debit Card,Card,30-12-2025,Active,Branch,EMP_0471,106200
CP_000140,CUST_02056,Home Loan,Loan,21-11-2025,Active,Mobile App,EMP_0023,2249000
CP_000141,CUST_02056,Mutual Fund,Investment,16-04-2026,Active,Mobile App,EMP_0417,286000
CP_000142,CUST_02057,Current Account,Account,17-01-2026,Active,Mobile App,EMP_0280,87700
CP_000143,CUST_02058,Credit Card,Card,11-06-2024,Active,Branch,EMP_0270,172200
CP_000144,CUST_02058,Insurance,Insurance,13-05-2026,Active,Branch,EMP_0395,321400
CP_000145,CUST_02058,Personal Loan,Loan,27-06-2024,Closed,Internet Banking,EMP_0289,1859000
CP_000146,CUST_02058,Debit Card,Card,15-11-2025,Active,Branch,EMP_0406,102500
CP_000147,CUST_02059,Recurring Deposit,Investment,11-03-2024,Active,Branch,EMP_0158,339000
CP_000148,CUST_02060,Fixed Deposit,Investment,15-07-2026,Closed,Branch,EMP_0112,296000
CP_000149,CUST_02060,Auto Loan,Loan,16-10-2025,Active,Branch,EMP_0294,559000
CP_000150,CUST_02061,Insurance,Insurance,03-11-2025,Active,Internet Banking,EMP_0263,266300
CP_000151,CUST_02061,Credit Card,Card,13-08-2025,Active,Branch,EMP_0404,123700
CP_000152,CUST_02062,Home Loan,Loan,25-07-2023,Active,Internet Banking,EMP_0129,476000
CP_000153,CUST_02063,Debit Card,Card,26-09-2024,Active,Branch,EMP_0306,257200
CP_000154,CUST_02063,Recurring Deposit,Investment,21-11-2025,Active,Online,EMP_0161,714000
CP_000155,CUST_02063,Current Account,Account,16-09-2023,Active,Employee,EMP_0405,52800
CP_000156,CUST_02063,Debit Card,Card,29-12-2022,Active,Online,EMP_0012,122900
CP_000157,CUST_02063,Debit Card,Card,12-09-2025,Active,Online,EMP_0069,78400
CP_000158,CUST_02063,Credit Card,Card,22-12-2023,Active,Mobile App,EMP_0273,13200
CP_000159,CUST_02064,Fixed Deposit,Investment,25-06-2026,Closed,Mobile App,EMP_0204,250000
CP_000160,CUST_02064,Insurance,Insurance,05-08-2025,Active,Mobile App,EMP_0282,90800
CP_000161,CUST_02065,Insurance,Insurance,07-04-2026,Active,Employee,EMP_0035,399800
CP_000162,CUST_02066,Personal Loan,Loan,29-10-2022,Active,Mobile App,EMP_0455,133000
CP_000163,CUST_02066,Auto Loan,Loan,02-02-2026,Active,Mobile App,EMP_0074,503000
CP_000164,CUST_02066,Home Loan,Loan,21-06-2024,Active,Online,EMP_0450,930000
CP_000165,CUST_02066,Debit Card,Card,15-09-2024,Active,Branch,EMP_0251,222100
CP_000166,CUST_02067,Savings Account,Account,11-03-2026,Active,Employee,EMP_0288,9000
CP_000167,CUST_02068,Auto Loan,Loan,19-03-2026,Closed,Employee,EMP_0322,966000
CP_000168,CUST_02069,Recurring Deposit,Investment,15-07-2025,Active,Mobile App,EMP_0346,32000
CP_000169,CUST_02070,Current Account,Account,06-11-2025,Active,Employee,EMP_0148,20600
CP_000170,CUST_02070,Current Account,Account,12-03-2026,Closed,Employee,EMP_0262,61200
CP_000171,CUST_02071,Recurring Deposit,Investment,28-12-2024,Active,Mobile App,EMP_0373,35000
CP_000172,CUST_02071,Current Account,Account,22-10-2024,Active,Online,EMP_0003,41300
CP_000173,CUST_02071,Savings Account,Account,10-03-2023,Active,Employee,EMP_0314,56900
CP_000174,CUST_02072,Debit Card,Card,17-11-2025,Active,Employee,EMP_0166,15900
CP_000175,CUST_02073,Home Loan,Loan,16-08-2025,Active,Employee,EMP_0460,1499000
CP_000176,CUST_02073,Debit Card,Card,19-06-2026,Active,Branch,EMP_0104,27100
CP_000177,CUST_02074,Current Account,Account,27-03-2024,Active,Employee,EMP_0412,2900
CP_000178,CUST_02074,Fixed Deposit,Investment,29-11-2025,Active,Internet Banking,EMP_0180,700000
CP_000179,CUST_02075,Fixed Deposit,Investment,28-12-2024,Active,Online,EMP_0311,853000
CP_000180,CUST_02075,Personal Loan,Loan,16-08-2024,Closed,Mobile App,EMP_0467,1179000
CP_000181,CUST_02076,Recurring Deposit,Investment,30-05-2024,Active,Mobile App,EMP_0099,3000000
CP_000182,CUST_02077,Mutual Fund,Investment,08-04-2026,Active,Employee,EMP_0398,128000
CP_000183,CUST_02077,Mutual Fund,Investment,25-12-2022,Active,Mobile App,EMP_0260,347000
CP_000184,CUST_02077,Fixed Deposit,Investment,09-04-2026,Active,Branch,EMP_0122,553000
CP_000185,CUST_02077,Current Account,Account,14-11-2024,Active,Mobile App,EMP_0463,94500
CP_000186,CUST_02077,Insurance,Insurance,02-07-2022,Active,Employee,EMP_0136,269300
CP_000187,CUST_02078,Fixed Deposit,Investment,02-08-2026,Active,Employee,EMP_0145,1198000
CP_000188,CUST_02079,Home Loan,Loan,10-05-2025,Active,Internet Banking,EMP_0378,1069000
CP_000189,CUST_02079,Savings Account,Account,04-09-2024,Active,Branch,EMP_0328,900
CP_000190,CUST_02080,Personal Loan,Loan,04-06-2026,Active,Branch,EMP_0107,1704000
CP_000191,CUST_02080,Current Account,Account,05-01-2025,Active,Branch,EMP_0051,2000
CP_000192,CUST_02081,Personal Loan,Loan,11-01-2026,Active,Branch,EMP_0417,273000
CP_000193,CUST_02081,Current Account,Account,22-02-2026,Closed,Employee,EMP_0098,66000
CP_000194,CUST_02082,Recurring Deposit,Investment,22-01-2025,Closed,Employee,EMP_0175,230000
CP_000195,CUST_02082,Insurance,Insurance,21-01-2025,Active,Branch,EMP_0219,388100
CP_000196,CUST_02082,Personal Loan,Loan,02-12-2025,Active,Employee,EMP_0260,3774000
CP_000197,CUST_02083,Insurance,Insurance,20-01-2025,Active,Online,EMP_0255,119100
CP_000198,CUST_02084,Home Loan,Loan,27-05-2024,Active,Online,EMP_0175,2639000
CP_000199,CUST_02084,Auto Loan,Loan,11-04-2024,Active,Branch,EMP_0103,520000
CP_000200,CUST_02085,Current Account,Account,03-09-2024,Active,Mobile App,EMP_0182,52600
CP_000201,CUST_02086,Fixed Deposit,Investment,07-07-2024,Active,Mobile App,EMP_0010,13000
CP_000202,CUST_02087,Savings Account,Account,28-05-2026,Active,Branch,EMP_0335,10900
CP_000203,CUST_02087,Recurring Deposit,Investment,11-05-2026,Active,Branch,EMP_0262,54000
CP_000204,CUST_02087,Mutual Fund,Investment,12-08-2026,Active,Internet Banking,EMP_0446,184000
CP_000205,CUST_02087,Recurring Deposit,Investment,06-08-2026,Active,Branch,EMP_0398,202000
CP_000206,CUST_02088,Auto Loan,Loan,21-10-2025,Active,Branch,EMP_0327,638000
CP_000207,CUST_02089,Credit Card,Card,04-08-2026,Active,Mobile App,EMP_0165,33500
CP_000208,CUST_02089,Current Account,Account,21-11-2025,Active,Mobile App,EMP_0385,77600
CP_000209,CUST_02089,Credit Card,Card,04-06-2024,Active,Online,EMP_0257,236100
CP_000210,CUST_02089,Home Loan,Loan,19-11-2025,Active,Internet Banking,EMP_0422,2445000
CP_000211,CUST_02089,Debit Card,Card,18-03-2023,Active,Internet Banking,EMP_0391,233500
CP_000212,CUST_02090,Savings Account,Account,06-09-2022,Active,Mobile App,EMP_0050,49800
CP_000213,CUST_02090,Home Loan,Loan,14-08-2022,Active,Branch,EMP_0126,341000
CP_000214,CUST_02091,Auto Loan,Loan,10-02-2024,Active,Mobile App,EMP_0492,2415000
CP_000215,CUST_02091,Current Account,Account,05-12-2024,Active,Mobile App,EMP_0448,41300
CP_000216,CUST_02091,Mutual Fund,Investment,21-12-2022,Active,Mobile App,EMP_0006,964000
CP_000217,CUST_02092,Home Loan,Loan,24-04-2026,Active,Branch,EMP_0101,1048000
CP_000218,CUST_02092,Auto Loan,Loan,18-08-2025,Active,Internet Banking,EMP_0176,2058000
CP_000219,CUST_02093,Credit Card,Card,15-05-2023,Active,Internet Banking,EMP_0259,154300
CP_000220,CUST_02093,Fixed Deposit,Investment,08-04-2026,Active,Online,EMP_0166,330000
CP_000221,CUST_02093,Debit Card,Card,24-07-2025,Active,Branch,EMP_0326,267900
CP_000222,CUST_02093,Auto Loan,Loan,06-05-2026,Closed,Branch,EMP_0465,1163000
CP_000223,CUST_02094,Savings Account,Account,14-01-2026,Active,Branch,EMP_0118,48800
CP_000224,CUST_02094,Recurring Deposit,Investment,02-07-2024,Active,Branch,EMP_0456,173000
CP_000225,CUST_02094,Mutual Fund,Investment,07-01-2024,Active,Internet Banking,EMP_0359,163000
CP_000226,CUST_02094,Mutual Fund,Investment,17-12-2024,Active,Online,EMP_0412,401000
CP_000227,CUST_02095,Recurring Deposit,Investment,30-07-2026,Active,Branch,EMP_0277,817000
CP_000228,CUST_02095,Home Loan,Loan,13-04-2025,Active,Branch,EMP_0041,579000
CP_000229,CUST_02096,Fixed Deposit,Investment,10-10-2022,Active,Employee,EMP_0359,164000
CP_000230,CUST_02096,Current Account,Account,12-08-2022,Active,Mobile App,EMP_0409,18800
CP_000231,CUST_02097,Home Loan,Loan,20-02-2024,Active,Branch,EMP_0460,903000
CP_000232,CUST_02097,Debit Card,Card,17-08-2023,Closed,Mobile App,EMP_0472,252700
CP_000233,CUST_02097,Insurance,Insurance,07-12-2024,Active,Branch,EMP_0466,103500
CP_000234,CUST_02098,Personal Loan,Loan,15-08-2022,Active,Internet Banking,EMP_0398,222000
CP_000235,CUST_02099,Recurring Deposit,Investment,08-02-2025,Closed,Mobile App,EMP_0203,399000
CP_000236,CUST_02099,Credit Card,Card,30-07-2026,Active,Employee,EMP_0235,231800
CP_000237,CUST_02100,Fixed Deposit,Investment,22-10-2025,Active,Employee,EMP_0109,472000
CP_000238,CUST_02100,Current Account,Account,26-05-2025,Active,Employee,EMP_0165,1000
CP_000239,CUST_02101,Fixed Deposit,Investment,19-11-2023,Active,Employee,EMP_0470,263000
CP_000240,CUST_02101,Recurring Deposit,Investment,22-04-2026,Active,Employee,EMP_0221,93000
CP_000241,CUST_02101,Mutual Fund,Investment,26-09-2024,Closed,Online,EMP_0130,335000
CP_000242,CUST_02102,Fixed Deposit,Investment,21-10-2024,Active,Employee,EMP_0146,163000
CP_000243,CUST_02102,Current Account,Account,16-05-2026,Active,Employee,EMP_0470,57100
CP_000244,CUST_02103,Personal Loan,Loan,27-07-2023,Closed,Online,EMP_0244,1087000
CP_000245,CUST_02104,Credit Card,Card,01-06-2026,Active,Employee,EMP_0024,5000
CP_000246,CUST_02104,Mutual Fund,Investment,13-08-2026,Active,Employee,EMP_0115,732000
CP_000247,CUST_02105,Current Account,Account,25-04-2025,Active,Employee,EMP_0460,95800
CP_000248,CUST_02105,Auto Loan,Loan,19-12-2023,Active,Mobile App,EMP_0240,5000000
CP_000249,CUST_02106,Fixed Deposit,Investment,21-10-2025,Active,Mobile App,EMP_0038,942000
CP_000250,CUST_02107,Credit Card,Card,09-02-2025,Active,Branch,EMP_0237,31000
CP_000251,CUST_02108,Debit Card,Card,14-02-2025,Active,Branch,EMP_0271,17400
CP_000252,CUST_02108,Home Loan,Loan,24-11-2024,Active,Internet Banking,EMP_0025,584000
CP_000253,CUST_02109,Debit Card,Card,09-04-2023,Active,Mobile App,EMP_0465,153700
CP_000254,CUST_02109,Auto Loan,Loan,21-02-2026,Active,Branch,EMP_0228,1212000
CP_000255,CUST_02109,Auto Loan,Loan,12-08-2025,Active,Internet Banking,EMP_0023,3783000
CP_000256,CUST_02110,Mutual Fund,Investment,16-06-2024,Active,Branch,EMP_0307,46000
CP_000257,CUST_02110,Debit Card,Card,18-01-2025,Active,Internet Banking,EMP_0401,96000
CP_000258,CUST_02110,Mutual Fund,Investment,14-12-2025,Active,Employee,EMP_0407,526000
CP_000259,CUST_02110,Home Loan,Loan,27-12-2023,Closed,Employee,EMP_0458,3330000
CP_000260,CUST_02111,Personal Loan,Loan,12-09-2025,Active,Mobile App,EMP_0174,389000
CP_000261,CUST_02111,Savings Account,Account,12-10-2024,Active,Online,EMP_0441,86200
CP_000262,CUST_02112,Recurring Deposit,Investment,01-03-2024,Active,Internet Banking,EMP_0259,405000
CP_000263,CUST_02112,Recurring Deposit,Investment,09-03-2026,Active,Internet Banking,EMP_0123,2793000
CP_000264,CUST_02112,Auto Loan,Loan,23-06-2022,Closed,Internet Banking,EMP_0087,230000
CP_000265,CUST_02113,Credit Card,Card,19-01-2025,Active,Employee,EMP_0142,233700
CP_000266,CUST_02114,Current Account,Account,16-02-2026,Active,Branch,EMP_0360,35300
CP_000267,CUST_02114,Home Loan,Loan,19-03-2026,Closed,Mobile App,EMP_0019,642000
CP_000268,CUST_02115,Fixed Deposit,Investment,07-11-2025,Active,Employee,EMP_0471,272000
CP_000269,CUST_02115,Auto Loan,Loan,26-09-2025,Active,Branch,EMP_0410,2093000
CP_000270,CUST_02115,Home Loan,Loan,03-12-2025,Active,Employee,EMP_0183,361000
CP_000271,CUST_02116,Personal Loan,Loan,10-04-2026,Closed,Internet Banking,EMP_0047,690000
CP_000272,CUST_02116,Debit Card,Card,06-09-2025,Active,Mobile App,EMP_0187,184100
CP_000273,CUST_02117,Personal Loan,Loan,30-06-2026,Active,Online,EMP_0285,441000
CP_000274,CUST_02117,Current Account,Account,28-05-2026,Active,Mobile App,EMP_0499,19900
CP_000275,CUST_02118,Recurring Deposit,Investment,10-06-2025,Closed,Employee,EMP_0217,254000
CP_000276,CUST_02118,Personal Loan,Loan,02-04-2026,Active,Branch,EMP_0197,813000
CP_000277,CUST_02119,Fixed Deposit,Investment,18-06-2026,Active,Employee,EMP_0167,1530000
CP_000278,CUST_02120,Personal Loan,Loan,31-05-2023,Active,Branch,EMP_0172,179000
CP_000279,CUST_02120,Credit Card,Card,25-03-2026,Active,Branch,EMP_0015,134100
CP_000280,CUST_02121,Current Account,Account,16-01-2025,Active,Mobile App,EMP_0001,15900
CP_000281,CUST_02121,Insurance,Insurance,05-10-2025,Active,Branch,EMP_0157,377900
CP_000282,CUST_02121,Mutual Fund,Investment,21-02-2026,Active,Mobile App,EMP_0470,338000
CP_000283,CUST_02121,Savings Account,Account,18-04-2025,Active,Branch,EMP_0291,53500
CP_000284,CUST_02121,Mutual Fund,Investment,11-08-2026,Active,Employee,EMP_0010,322000
CP_000285,CUST_02122,Personal Loan,Loan,01-08-2026,Active,Employee,EMP_0001,594000
CP_000286,CUST_02122,Personal Loan,Loan,13-02-2026,Active,Mobile App,EMP_0383,211000
